Municipios;Sexo;Periodo;Total
39046 Molledo;Mujeres;2011;828
39046 Molledo;Mujeres;2010;841
39046 Molledo;Mujeres;2009;852
39046 Molledo;Mujeres;2008;881
39046 Molledo;Mujeres;2007;891
39046 Molledo;Mujeres;2006;909
39046 Molledo;Mujeres;2005;932
39046 Molledo;Mujeres;2004;952
39046 Molledo;Mujeres;2003;951
39046 Molledo;Mujeres;2002;979
39046 Molledo;Mujeres;2001;997
39046 Molledo;Mujeres;2000;1010
39046 Molledo;Mujeres;1999;1014
39046 Molledo;Mujeres;1998;1035
39046 Molledo;Mujeres;1997;""
39046 Molledo;Mujeres;1996;1025
39047 Noja;Total;2023;2741
39047 Noja;Total;2022;2664
39047 Noja;Total;2021;2650
39047 Noja;Total;2020;2588
39047 Noja;Total;2019;2556
39047 Noja;Total;2018;2539
39047 Noja;Total;2017;2553
39047 Noja;Total;2016;2562
39047 Noja;Total;2015;2587
39047 Noja;Total;2014;2551
39047 Noja;Total;2013;2580
39047 Noja;Total;2012;2653
39047 Noja;Total;2011;2645
39047 Noja;Total;2010;2613
39047 Noja;Total;2009;2635
39047 Noja;Total;2008;2555
39047 Noja;Total;2007;2425
39047 Noja;Total;2006;2292
39047 Noja;Total;2005;2337
39047 Noja;Total;2004;2218
39047 Noja;Total;2003;2182
39047 Noja;Total;2002;2135
39047 Noja;Total;2001;2073
39047 Noja;Total;2000;2019
39047 Noja;Total;1999;1981
39047 Noja;Total;1998;1865
39047 Noja;Total;1997;""
39047 Noja;Total;1996;1876
39047 Noja;Hombres;2023;1359
39047 Noja;Hombres;2022;1332
39047 Noja;Hombres;2021;1321
39047 Noja;Hombres;2020;1292
39047 Noja;Hombres;2019;1274
39047 Noja;Hombres;2018;1268
39047 Noja;Hombres;2017;1274
39047 Noja;Hombres;2016;1272
39047 Noja;Hombres;2015;1293
39047 Noja;Hombres;2014;1279
39047 Noja;Hombres;2013;1285
39047 Noja;Hombres;2012;1319
39047 Noja;Hombres;2011;1327
39047 Noja;Hombres;2010;1316
39047 Noja;Hombres;2009;1319
39047 Noja;Hombres;2008;1286
39047 Noja;Hombres;2007;1224
39047 Noja;Hombres;2006;1168
39047 Noja;Hombres;2005;1197
39047 Noja;Hombres;2004;1122
39047 Noja;Hombres;2003;1088
39047 Noja;Hombres;2002;1061
39047 Noja;Hombres;2001;1031
39047 Noja;Hombres;2000;1005
39047 Noja;Hombres;1999;993
39047 Noja;Hombres;1998;939
39047 Noja;Hombres;1997;""
39047 Noja;Hombres;1996;938
39047 Noja;Mujeres;2023;1382
39047 Noja;Mujeres;2022;1332
39047 Noja;Mujeres;2021;1329
39047 Noja;Mujeres;2020;1296
39047 Noja;Mujeres;2019;1282
39047 Noja;Mujeres;2018;1271
39047 Noja;Mujeres;2017;1279
39047 Noja;Mujeres;2016;1290
39047 Noja;Mujeres;2015;1294
39047 Noja;Mujeres;2014;1272
39047 Noja;Mujeres;2013;1295
39047 Noja;Mujeres;2012;1334
39047 Noja;Mujeres;2011;1318
39047 Noja;Mujeres;2010;1297
39047 Noja;Mujeres;2009;1316
39047 Noja;Mujeres;2008;1269
39047 Noja;Mujeres;2007;1201
39047 Noja;Mujeres;2006;1124
39047 Noja;Mujeres;2005;1140
39047 Noja;Mujeres;2004;1096
39047 Noja;Mujeres;2003;1094
39047 Noja;Mujeres;2002;1074
39047 Noja;Mujeres;2001;1042
39047 Noja;Mujeres;2000;1014
39047 Noja;Mujeres;1999;988
39047 Noja;Mujeres;1998;926
39047 Noja;Mujeres;1997;""
39047 Noja;Mujeres;1996;938
39048 Penagos;Total;2023;2244
39048 Penagos;Total;2022;2207
39048 Penagos;Total;2021;2168
39048 Penagos;Total;2020;2142
39048 Penagos;Total;2019;2142
39048 Penagos;Total;2018;2108
39048 Penagos;Total;2017;2083
39048 Penagos;Total;2016;2060
39048 Penagos;Total;2015;2017
39048 Penagos;Total;2014;1997
39048 Penagos;Total;2013;2020
39048 Penagos;Total;2012;1929
39048 Penagos;Total;2011;1878
39048 Penagos;Total;2010;1833
39048 Penagos;Total;2009;1803
39048 Penagos;Total;2008;1766
39048 Penagos;Total;2007;1719
39048 Penagos;Total;2006;1679
39048 Penagos;Total;2005;1698
39048 Penagos;Total;2004;1707
39048 Penagos;Total;2003;1710
39048 Penagos;Total;2002;1750
39048 Penagos;Total;2001;1702
39048 Penagos;Total;2000;1633
39048 Penagos;Total;1999;1635
39048 Penagos;Total;1998;1635
39048 Penagos;Total;1997;""
39048 Penagos;Total;1996;1696
39048 Penagos;Hombres;2023;1133
39048 Penagos;Hombres;2022;1112
39048 Penagos;Hombres;2021;1096
39048 Penagos;Hombres;2020;1087
39048 Penagos;Hombres;2019;1078
39048 Penagos;Hombres;2018;1068
39048 Penagos;Hombres;2017;1059
39048 Penagos;Hombres;2016;1056
39048 Penagos;Hombres;2015;1022
39048 Penagos;Hombres;2014;1010
39048 Penagos;Hombres;2013;1034
39048 Penagos;Hombres;2012;983
39048 Penagos;Hombres;2011;958
39048 Penagos;Hombres;2010;931
39048 Penagos;Hombres;2009;923
39048 Penagos;Hombres;2008;893
39048 Penagos;Hombres;2007;870
39048 Penagos;Hombres;2006;847
39048 Penagos;Hombres;2005;855
39048 Penagos;Hombres;2004;850
39048 Penagos;Hombres;2003;857
39048 Penagos;Hombres;2002;871
39048 Penagos;Hombres;2001;842
39048 Penagos;Hombres;2000;804
39048 Penagos;Hombres;1999;813
39048 Penagos;Hombres;1998;813
39048 Penagos;Hombres;1997;""
39048 Penagos;Hombres;1996;852
39048 Penagos;Mujeres;2023;1111
39048 Penagos;Mujeres;2022;1095
39048 Penagos;Mujeres;2021;1072
39048 Penagos;Mujeres;2020;1055
39048 Penagos;Mujeres;2019;1064
39048 Penagos;Mujeres;2018;1040
39048 Penagos;Mujeres;2017;1024
39048 Penagos;Mujeres;2016;1004
39048 Penagos;Mujeres;2015;995
39048 Penagos;Mujeres;2014;987
39048 Penagos;Mujeres;2013;986
39048 Penagos;Mujeres;2012;946
39048 Penagos;Mujeres;2011;920
39048 Penagos;Mujeres;2010;902
39048 Penagos;Mujeres;2009;880
39048 Penagos;Mujeres;2008;873
39048 Penagos;Mujeres;2007;849
39048 Penagos;Mujeres;2006;832
39048 Penagos;Mujeres;2005;843
39048 Penagos;Mujeres;2004;857
39048 Penagos;Mujeres;2003;853
39048 Penagos;Mujeres;2002;879
39048 Penagos;Mujeres;2001;860
39048 Penagos;Mujeres;2000;829
39048 Penagos;Mujeres;1999;822
39048 Penagos;Mujeres;1998;822
39048 Penagos;Mujeres;1997;""
39048 Penagos;Mujeres;1996;844
39049 Peñarrubia;Total;2023;316
39049 Peñarrubia;Total;2022;317
39049 Peñarrubia;Total;2021;318
39049 Peñarrubia;Total;2020;319
39049 Peñarrubia;Total;2019;319
39049 Peñarrubia;Total;2018;321
39049 Peñarrubia;Total;2017;332
39049 Peñarrubia;Total;2016;349
39049 Peñarrubia;Total;2015;351
39049 Peñarrubia;Total;2014;357
39049 Peñarrubia;Total;2013;353
39049 Peñarrubia;Total;2012;367
39049 Peñarrubia;Total;2011;373
39049 Peñarrubia;Total;2010;366
39049 Peñarrubia;Total;2009;367
39049 Peñarrubia;Total;2008;365
39049 Peñarrubia;Total;2007;372
39049 Peñarrubia;Total;2006;380
39049 Peñarrubia;Total;2005;374
39049 Peñarrubia;Total;2004;375
39049 Peñarrubia;Total;2003;356
39049 Peñarrubia;Total;2002;324
39049 Peñarrubia;Total;2001;297
39049 Peñarrubia;Total;2000;284
39049 Peñarrubia;Total;1999;284
39049 Peñarrubia;Total;1998;286
39049 Peñarrubia;Total;1997;""
39049 Peñarrubia;Total;1996;298
39049 Peñarrubia;Hombres;2023;164
39049 Peñarrubia;Hombres;2022;168
39049 Peñarrubia;Hombres;2021;170
39049 Peñarrubia;Hombres;2020;172
39049 Peñarrubia;Hombres;2019;172
39049 Peñarrubia;Hombres;2018;176
39049 Peñarrubia;Hombres;2017;182
39049 Peñarrubia;Hombres;2016;193
39049 Peñarrubia;Hombres;2015;191
39049 Peñarrubia;Hombres;2014;190
39049 Peñarrubia;Hombres;2013;190
39049 Peñarrubia;Hombres;2012;190
39049 Peñarrubia;Hombres;2011;198
39049 Peñarrubia;Hombres;2010;191
39049 Peñarrubia;Hombres;2009;182
39049 Peñarrubia;Hombres;2008;185
39049 Peñarrubia;Hombres;2007;187
39049 Peñarrubia;Hombres;2006;189
39049 Peñarrubia;Hombres;2005;190
39049 Peñarrubia;Hombres;2004;191
39049 Peñarrubia;Hombres;2003;180
39049 Peñarrubia;Hombres;2002;161
39049 Peñarrubia;Hombres;2001;152
39049 Peñarrubia;Hombres;2000;142
39049 Peñarrubia;Hombres;1999;140
39049 Peñarrubia;Hombres;1998;145
39049 Peñarrubia;Hombres;1997;""
39049 Peñarrubia;Hombres;1996;151
39049 Peñarrubia;Mujeres;2023;152
39049 Peñarrubia;Mujeres;2022;149
39049 Peñarrubia;Mujeres;2021;148
39049 Peñarrubia;Mujeres;2020;147
39049 Peñarrubia;Mujeres;2019;147
39049 Peñarrubia;Mujeres;2018;145
39049 Peñarrubia;Mujeres;2017;150
39049 Peñarrubia;Mujeres;2016;156
39049 Peñarrubia;Mujeres;2015;160
39049 Peñarrubia;Mujeres;2014;167
39049 Peñarrubia;Mujeres;2013;163
39049 Peñarrubia;Mujeres;2012;177
39049 Peñarrubia;Mujeres;2011;175
39049 Peñarrubia;Mujeres;2010;175
39049 Peñarrubia;Mujeres;2009;185
39049 Peñarrubia;Mujeres;2008;180
39049 Peñarrubia;Mujeres;2007;185
39049 Peñarrubia;Mujeres;2006;191
39049 Peñarrubia;Mujeres;2005;184
39049 Peñarrubia;Mujeres;2004;184
39049 Peñarrubia;Mujeres;2003;176
39049 Peñarrubia;Mujeres;2002;163
39049 Peñarrubia;Mujeres;2001;145
39049 Peñarrubia;Mujeres;2000;142
39049 Peñarrubia;Mujeres;1999;144
39049 Peñarrubia;Mujeres;1998;141
39049 Peñarrubia;Mujeres;1997;""
39049 Peñarrubia;Mujeres;1996;147
39050 Pesaguero;Total;2023;282
39050 Pesaguero;Total;2022;287
39050 Pesaguero;Total;2021;294
39050 Pesaguero;Total;2020;295
39050 Pesaguero;Total;2019;292
39050 Pesaguero;Total;2018;285
39050 Pesaguero;Total;2017;298
39050 Pesaguero;Total;2016;311
39050 Pesaguero;Total;2015;312
39050 Pesaguero;Total;2014;326
39050 Pesaguero;Total;2013;324
39050 Pesaguero;Total;2012;340
39050 Pesaguero;Total;2011;348
39050 Pesaguero;Total;2010;345
39050 Pesaguero;Total;2009;349
39050 Pesaguero;Total;2008;344
39050 Pesaguero;Total;2007;346
39050 Pesaguero;Total;2006;360
39050 Pesaguero;Total;2005;371
39050 Pesaguero;Total;2004;384
39050 Pesaguero;Total;2003;373
39050 Pesaguero;Total;2002;394
39050 Pesaguero;Total;2001;394
39050 Pesaguero;Total;2000;402
39050 Pesaguero;Total;1999;405
39050 Pesaguero;Total;1998;403
39050 Pesaguero;Total;1997;""
39050 Pesaguero;Total;1996;421
39050 Pesaguero;Hombres;2023;158
39050 Pesaguero;Hombres;2022;166
39050 Pesaguero;Hombres;2021;171
39050 Pesaguero;Hombres;2020;169
39050 Pesaguero;Hombres;2019;169
39050 Pesaguero;Hombres;2018;165
39050 Pesaguero;Hombres;2017;169
39050 Pesaguero;Hombres;2016;181
39050 Pesaguero;Hombres;2015;180
39050 Pesaguero;Hombres;2014;187
39050 Pesaguero;Hombres;2013;188
39050 Pesaguero;Hombres;2012;194
39050 Pesaguero;Hombres;2011;199
39050 Pesaguero;Hombres;2010;197
39050 Pesaguero;Hombres;2009;199
39050 Pesaguero;Hombres;2008;195
39050 Pesaguero;Hombres;2007;196
39050 Pesaguero;Hombres;2006;200
39050 Pesaguero;Hombres;2005;204
39050 Pesaguero;Hombres;2004;211
39050 Pesaguero;Hombres;2003;203
39050 Pesaguero;Hombres;2002;214
39050 Pesaguero;Hombres;2001;214
39050 Pesaguero;Hombres;2000;216
39050 Pesaguero;Hombres;1999;217
39050 Pesaguero;Hombres;1998;212
39050 Pesaguero;Hombres;1997;""
39050 Pesaguero;Hombres;1996;224
39050 Pesaguero;Mujeres;2023;124
39050 Pesaguero;Mujeres;2022;121
39050 Pesaguero;Mujeres;2021;123
39050 Pesaguero;Mujeres;2020;126
39050 Pesaguero;Mujeres;2019;123
39050 Pesaguero;Mujeres;2018;120
39050 Pesaguero;Mujeres;2017;129
39050 Pesaguero;Mujeres;2016;130
39050 Pesaguero;Mujeres;2015;132
39050 Pesaguero;Mujeres;2014;139
39050 Pesaguero;Mujeres;2013;136
39050 Pesaguero;Mujeres;2012;146
39050 Pesaguero;Mujeres;2011;149
39050 Pesaguero;Mujeres;2010;148
39050 Pesaguero;Mujeres;2009;150
39050 Pesaguero;Mujeres;2008;149
39050 Pesaguero;Mujeres;2007;150
39050 Pesaguero;Mujeres;2006;160
39050 Pesaguero;Mujeres;2005;167
39050 Pesaguero;Mujeres;2004;173
39050 Pesaguero;Mujeres;2003;170
39050 Pesaguero;Mujeres;2002;180
39050 Pesaguero;Mujeres;2001;180
39050 Pesaguero;Mujeres;2000;186
39050 Pesaguero;Mujeres;1999;188
39050 Pesaguero;Mujeres;1998;191
39050 Pesaguero;Mujeres;1997;""
39050 Pesaguero;Mujeres;1996;197
39051 Pesquera;Total;2023;70
39051 Pesquera;Total;2022;79
39051 Pesquera;Total;2021;82
39051 Pesquera;Total;2020;79
39051 Pesquera;Total;2019;78
39051 Pesquera;Total;2018;68
39051 Pesquera;Total;2017;68
39051 Pesquera;Total;2016;71
39051 Pesquera;Total;2015;73
39051 Pesquera;Total;2014;74
39051 Pesquera;Total;2013;71
39051 Pesquera;Total;2012;71
39051 Pesquera;Total;2011;89
39051 Pesquera;Total;2010;72
39051 Pesquera;Total;2009;64
39051 Pesquera;Total;2008;69
39051 Pesquera;Total;2007;75
39051 Pesquera;Total;2006;79
39051 Pesquera;Total;2005;79
39051 Pesquera;Total;2004;82
39051 Pesquera;Total;2003;78
39051 Pesquera;Total;2002;86
39051 Pesquera;Total;2001;94
39051 Pesquera;Total;2000;95
39051 Pesquera;Total;1999;95
39051 Pesquera;Total;1998;100
39051 Pesquera;Total;1997;""
39051 Pesquera;Total;1996;106
39051 Pesquera;Hombres;2023;44
39051 Pesquera;Hombres;2022;47
39051 Pesquera;Hombres;2021;49
39051 Pesquera;Hombres;2020;46
39051 Pesquera;Hombres;2019;47
39051 Pesquera;Hombres;2018;43
39051 Pesquera;Hombres;2017;42
39051 Pesquera;Hombres;2016;43
39051 Pesquera;Hombres;2015;42
39051 Pesquera;Hombres;2014;41
39051 Pesquera;Hombres;2013;38
39051 Pesquera;Hombres;2012;38
39051 Pesquera;Hombres;2011;45
39051 Pesquera;Hombres;2010;40
39051 Pesquera;Hombres;2009;37
39051 Pesquera;Hombres;2008;37
39051 Pesquera;Hombres;2007;39
39051 Pesquera;Hombres;2006;42
39051 Pesquera;Hombres;2005;43
39051 Pesquera;Hombres;2004;46
39051 Pesquera;Hombres;2003;42
39051 Pesquera;Hombres;2002;45
39051 Pesquera;Hombres;2001;48
39051 Pesquera;Hombres;2000;47
39051 Pesquera;Hombres;1999;48
39051 Pesquera;Hombres;1998;49
39051 Pesquera;Hombres;1997;""
39051 Pesquera;Hombres;1996;49
39051 Pesquera;Mujeres;2023;26
39051 Pesquera;Mujeres;2022;32
39051 Pesquera;Mujeres;2021;33
39051 Pesquera;Mujeres;2020;33
39051 Pesquera;Mujeres;2019;31
39051 Pesquera;Mujeres;2018;25
39051 Pesquera;Mujeres;2017;26
39051 Pesquera;Mujeres;2016;28
39051 Pesquera;Mujeres;2015;31
39051 Pesquera;Mujeres;2014;33
39051 Pesquera;Mujeres;2013;33
39051 Pesquera;Mujeres;2012;33
39051 Pesquera;Mujeres;2011;44
39051 Pesquera;Mujeres;2010;32
39051 Pesquera;Mujeres;2009;27
39051 Pesquera;Mujeres;2008;32
39051 Pesquera;Mujeres;2007;36
39051 Pesquera;Mujeres;2006;37
39051 Pesquera;Mujeres;2005;36
39051 Pesquera;Mujeres;2004;36
39051 Pesquera;Mujeres;2003;36
39051 Pesquera;Mujeres;2002;41
39051 Pesquera;Mujeres;2001;46
39051 Pesquera;Mujeres;2000;48
39051 Pesquera;Mujeres;1999;47
39051 Pesquera;Mujeres;1998;51
39051 Pesquera;Mujeres;1997;""
39051 Pesquera;Mujeres;1996;57
39052 Piélagos;Total;2023;26605
39052 Piélagos;Total;2022;26279
39052 Piélagos;Total;2021;26035
39052 Piélagos;Total;2020;25731
39052 Piélagos;Total;2019;25559
39052 Piélagos;Total;2018;25223
39052 Piélagos;Total;2017;24918
39052 Piélagos;Total;2016;24574
39052 Piélagos;Total;2015;24360
39052 Piélagos;Total;2014;23999
39052 Piélagos;Total;2013;23661
39052 Piélagos;Total;2012;23211
39052 Piélagos;Total;2011;22223
39052 Piélagos;Total;2010;21268
39052 Piélagos;Total;2009;20081
39052 Piélagos;Total;2008;18934
39052 Piélagos;Total;2007;17681
39052 Piélagos;Total;2006;16578
39052 Piélagos;Total;2005;15748
39052 Piélagos;Total;2004;14849
39052 Piélagos;Total;2003;14224
39052 Piélagos;Total;2002;13389
39052 Piélagos;Total;2001;12517
39052 Piélagos;Total;2000;11862
39052 Piélagos;Total;1999;11181
39052 Piélagos;Total;1998;11075
39052 Piélagos;Total;1997;""
39052 Piélagos;Total;1996;10741
39052 Piélagos;Hombres;2023;13175
39052 Piélagos;Hombres;2022;13006
39052 Piélagos;Hombres;2021;12873
39052 Piélagos;Hombres;2020;12708
39052 Piélagos;Hombres;2019;12669
39052 Piélagos;Hombres;2018;12484
39052 Piélagos;Hombres;2017;12344
39052 Piélagos;Hombres;2016;12193
39052 Piélagos;Hombres;2015;12135
39052 Piélagos;Hombres;2014;11988
39052 Piélagos;Hombres;2013;11877
39052 Piélagos;Hombres;2012;11666
39052 Piélagos;Hombres;2011;11201
39052 Piélagos;Hombres;2010;10675
39052 Piélagos;Hombres;2009;10113
39052 Piélagos;Hombres;2008;9575
39052 Piélagos;Hombres;2007;8924
39052 Piélagos;Hombres;2006;8356
39052 Piélagos;Hombres;2005;7931
39052 Piélagos;Hombres;2004;7437
39052 Piélagos;Hombres;2003;7107
39052 Piélagos;Hombres;2002;6681
39052 Piélagos;Hombres;2001;6249
39052 Piélagos;Hombres;2000;5880
39052 Piélagos;Hombres;1999;5534
39052 Piélagos;Hombres;1998;5490
39052 Piélagos;Hombres;1997;""
39052 Piélagos;Hombres;1996;5339
39052 Piélagos;Mujeres;2023;13430
39052 Piélagos;Mujeres;2022;13273
39052 Piélagos;Mujeres;2021;13162
39052 Piélagos;Mujeres;2020;13023
39052 Piélagos;Mujeres;2019;12890
39052 Piélagos;Mujeres;2018;12739
39052 Piélagos;Mujeres;2017;12574
39052 Piélagos;Mujeres;2016;12381
39052 Piélagos;Mujeres;2015;12225
39052 Piélagos;Mujeres;2014;12011
39052 Piélagos;Mujeres;2013;11784
39052 Piélagos;Mujeres;2012;11545
39052 Piélagos;Mujeres;2011;11022
39052 Piélagos;Mujeres;2010;10593
39052 Piélagos;Mujeres;2009;9968
39052 Piélagos;Mujeres;2008;9359
39052 Piélagos;Mujeres;2007;8757
39052 Piélagos;Mujeres;2006;8222
39052 Piélagos;Mujeres;2005;7817
39052 Piélagos;Mujeres;2004;7412
39052 Piélagos;Mujeres;2003;7117
39052 Piélagos;Mujeres;2002;6708
39052 Piélagos;Mujeres;2001;6268
39052 Piélagos;Mujeres;2000;5982
39052 Piélagos;Mujeres;1999;5647
39052 Piélagos;Mujeres;1998;5585
39052 Piélagos;Mujeres;1997;""
39052 Piélagos;Mujeres;1996;5402
39053 Polaciones;Total;2023;210
39053 Polaciones;Total;2022;216
39053 Polaciones;Total;2021;215
39053 Polaciones;Total;2020;221
39053 Polaciones;Total;2019;232
39053 Polaciones;Total;2018;238
39053 Polaciones;Total;2017;239
39053 Polaciones;Total;2016;237
39053 Polaciones;Total;2015;241
39053 Polaciones;Total;2014;236
39053 Polaciones;Total;2013;225
39053 Polaciones;Total;2012;252
39053 Polaciones;Total;2011;265
39053 Polaciones;Total;2010;247
39053 Polaciones;Total;2009;252
39053 Polaciones;Total;2008;272
39053 Polaciones;Total;2007;263
39053 Polaciones;Total;2006;251
39053 Polaciones;Total;2005;257
39053 Polaciones;Total;2004;285
39053 Polaciones;Total;2003;267
39053 Polaciones;Total;2002;276
39053 Polaciones;Total;2001;288
39053 Polaciones;Total;2000;294
39053 Polaciones;Total;1999;292
39053 Polaciones;Total;1998;291
39053 Polaciones;Total;1997;""
39053 Polaciones;Total;1996;302
39053 Polaciones;Hombres;2023;134
39053 Polaciones;Hombres;2022;134
39053 Polaciones;Hombres;2021;136
39053 Polaciones;Hombres;2020;140
39053 Polaciones;Hombres;2019;147
39053 Polaciones;Hombres;2018;151
39053 Polaciones;Hombres;2017;152
39053 Polaciones;Hombres;2016;151
39053 Polaciones;Hombres;2015;154
39053 Polaciones;Hombres;2014;152
39053 Polaciones;Hombres;2013;142
39053 Polaciones;Hombres;2012;156
39053 Polaciones;Hombres;2011;164
39053 Polaciones;Hombres;2010;160
39053 Polaciones;Hombres;2009;164
39053 Polaciones;Hombres;2008;180
39053 Polaciones;Hombres;2007;170
39053 Polaciones;Hombres;2006;163
39053 Polaciones;Hombres;2005;170
39053 Polaciones;Hombres;2004;191
39053 Polaciones;Hombres;2003;172
39053 Polaciones;Hombres;2002;175
39053 Polaciones;Hombres;2001;177
39053 Polaciones;Hombres;2000;179
39053 Polaciones;Hombres;1999;175
39053 Polaciones;Hombres;1998;173
39053 Polaciones;Hombres;1997;""
39053 Polaciones;Hombres;1996;179
39053 Polaciones;Mujeres;2023;76
39053 Polaciones;Mujeres;2022;82
39053 Polaciones;Mujeres;2021;79
39053 Polaciones;Mujeres;2020;81
39053 Polaciones;Mujeres;2019;85
39053 Polaciones;Mujeres;2018;87
39053 Polaciones;Mujeres;2017;87
39053 Polaciones;Mujeres;2016;86
39053 Polaciones;Mujeres;2015;87
39053 Polaciones;Mujeres;2014;84
39053 Polaciones;Mujeres;2013;83
39053 Polaciones;Mujeres;2012;96
39053 Polaciones;Mujeres;2011;101
39053 Polaciones;Mujeres;2010;87
39053 Polaciones;Mujeres;2009;88
39053 Polaciones;Mujeres;2008;92
39053 Polaciones;Mujeres;2007;93
39053 Polaciones;Mujeres;2006;88
39053 Polaciones;Mujeres;2005;87
39053 Polaciones;Mujeres;2004;94
39053 Polaciones;Mujeres;2003;95
39053 Polaciones;Mujeres;2002;101
39053 Polaciones;Mujeres;2001;111
39053 Polaciones;Mujeres;2000;115
39053 Polaciones;Mujeres;1999;117
39053 Polaciones;Mujeres;1998;118
39053 Polaciones;Mujeres;1997;""
39053 Polaciones;Mujeres;1996;123
39054 Polanco;Total;2023;6175
39054 Polanco;Total;2022;6126
39054 Polanco;Total;2021;5978
39054 Polanco;Total;2020;5942
39054 Polanco;Total;2019;5896
39054 Polanco;Total;2018;5845
39054 Polanco;Total;2017;5850
39054 Polanco;Total;2016;5794
39054 Polanco;Total;2015;5705
39054 Polanco;Total;2014;5633
39054 Polanco;Total;2013;5585
39054 Polanco;Total;2012;5486
39054 Polanco;Total;2011;5283
39054 Polanco;Total;2010;5065
39054 Polanco;Total;2009;4764
39054 Polanco;Total;2008;4515
39054 Polanco;Total;2007;4224
39054 Polanco;Total;2006;3993
39054 Polanco;Total;2005;3910
39054 Polanco;Total;2004;3857
39054 Polanco;Total;2003;3769
39054 Polanco;Total;2002;3700
39054 Polanco;Total;2001;3622
39054 Polanco;Total;2000;3574
39054 Polanco;Total;1999;3586
39054 Polanco;Total;1998;3631
39054 Polanco;Total;1997;""
39054 Polanco;Total;1996;3660
39054 Polanco;Hombres;2023;3059
39054 Polanco;Hombres;2022;3035
39054 Polanco;Hombres;2021;2958
39054 Polanco;Hombres;2020;2942
39054 Polanco;Hombres;2019;2912
39054 Polanco;Hombres;2018;2891
39054 Polanco;Hombres;2017;2930
39054 Polanco;Hombres;2016;2923
39054 Polanco;Hombres;2015;2867
39054 Polanco;Hombres;2014;2824
39054 Polanco;Hombres;2013;2789
39054 Polanco;Hombres;2012;2719
39054 Polanco;Hombres;2011;2606
39054 Polanco;Hombres;2010;2530
39054 Polanco;Hombres;2009;2396
39054 Polanco;Hombres;2008;2272
39054 Polanco;Hombres;2007;2127
39054 Polanco;Hombres;2006;1996
39054 Polanco;Hombres;2005;1932
39054 Polanco;Hombres;2004;1898
39054 Polanco;Hombres;2003;1844
39054 Polanco;Hombres;2002;1804
39054 Polanco;Hombres;2001;1749
39054 Polanco;Hombres;2000;1722
39054 Polanco;Hombres;1999;1743
39054 Polanco;Hombres;1998;1760
39054 Polanco;Hombres;1997;""
39054 Polanco;Hombres;1996;1783
39054 Polanco;Mujeres;2023;3116
39054 Polanco;Mujeres;2022;3091
39054 Polanco;Mujeres;2021;3020
39054 Polanco;Mujeres;2020;3000
39054 Polanco;Mujeres;2019;2984
39054 Polanco;Mujeres;2018;2954
39054 Polanco;Mujeres;2017;2920
39054 Polanco;Mujeres;2016;2871
39054 Polanco;Mujeres;2015;2838
39054 Polanco;Mujeres;2014;2809
39054 Polanco;Mujeres;2013;2796
39054 Polanco;Mujeres;2012;2767
39054 Polanco;Mujeres;2011;2677
39054 Polanco;Mujeres;2010;2535
39054 Polanco;Mujeres;2009;2368
39054 Polanco;Mujeres;2008;2243
39054 Polanco;Mujeres;2007;2097
39054 Polanco;Mujeres;2006;1997
39054 Polanco;Mujeres;2005;1978
39054 Polanco;Mujeres;2004;1959
39054 Polanco;Mujeres;2003;1925
39054 Polanco;Mujeres;2002;1896
39054 Polanco;Mujeres;2001;1873
39054 Polanco;Mujeres;2000;1852
39054 Polanco;Mujeres;1999;1843
39054 Polanco;Mujeres;1998;1871
39054 Polanco;Mujeres;1997;""
39054 Polanco;Mujeres;1996;1877
39055 Potes;Total;2023;1336
39055 Potes;Total;2022;1330
39055 Potes;Total;2021;1322
39055 Potes;Total;2020;1332
39055 Potes;Total;2019;1343
39055 Potes;Total;2018;1350
39055 Potes;Total;2017;1342
39055 Potes;Total;2016;1360
39055 Potes;Total;2015;1413
39055 Potes;Total;2014;1421
39055 Potes;Total;2013;1452
39055 Potes;Total;2012;1474
39055 Potes;Total;2011;1481
39055 Potes;Total;2010;1511
39055 Potes;Total;2009;1533
39055 Potes;Total;2008;1511
39055 Potes;Total;2007;1500
39055 Potes;Total;2006;1499
39055 Potes;Total;2005;1584
39055 Potes;Total;2004;1588
39055 Potes;Total;2003;1597
39055 Potes;Total;2002;1590
39055 Potes;Total;2001;1580
39055 Potes;Total;2000;1573
39055 Potes;Total;1999;1564
39055 Potes;Total;1998;1579
39055 Potes;Total;1997;""
39055 Potes;Total;1996;1622
39055 Potes;Hombres;2023;619
39055 Potes;Hombres;2022;627
39055 Potes;Hombres;2021;628
39055 Potes;Hombres;2020;648
39055 Potes;Hombres;2019;650
39055 Potes;Hombres;2018;653
39055 Potes;Hombres;2017;655
39055 Potes;Hombres;2016;668
39055 Potes;Hombres;2015;697
39055 Potes;Hombres;2014;704
39055 Potes;Hombres;2013;714
39055 Potes;Hombres;2012;714
39055 Potes;Hombres;2011;724
39055 Potes;Hombres;2010;751
39055 Potes;Hombres;2009;755
39055 Potes;Hombres;2008;748
39055 Potes;Hombres;2007;748
39055 Potes;Hombres;2006;758
39055 Potes;Hombres;2005;792
39055 Potes;Hombres;2004;778
39055 Potes;Hombres;2003;774
39055 Potes;Hombres;2002;769
39055 Potes;Hombres;2001;768
39055 Potes;Hombres;2000;772
39055 Potes;Hombres;1999;767
39055 Potes;Hombres;1998;774
39055 Potes;Hombres;1997;""
39055 Potes;Hombres;1996;802
