Municipios;Sexo;Periodo;Total
39031 Hazas de Cesto;Total;2006;1254
39031 Hazas de Cesto;Total;2005;1285
39031 Hazas de Cesto;Total;2004;1275
39031 Hazas de Cesto;Total;2003;1268
39031 Hazas de Cesto;Total;2002;1247
39031 Hazas de Cesto;Total;2001;1248
39031 Hazas de Cesto;Total;2000;1260
39031 Hazas de Cesto;Total;1999;1261
39031 Hazas de Cesto;Total;1998;1280
39031 Hazas de Cesto;Total;1997;""
39031 Hazas de Cesto;Total;1996;1274
39031 Hazas de Cesto;Hombres;2023;879
39031 Hazas de Cesto;Hombres;2022;842
39031 Hazas de Cesto;Hombres;2021;802
39031 Hazas de Cesto;Hombres;2020;780
39031 Hazas de Cesto;Hombres;2019;773
39031 Hazas de Cesto;Hombres;2018;773
39031 Hazas de Cesto;Hombres;2017;785
39031 Hazas de Cesto;Hombres;2016;768
39031 Hazas de Cesto;Hombres;2015;767
39031 Hazas de Cesto;Hombres;2014;773
39031 Hazas de Cesto;Hombres;2013;780
39031 Hazas de Cesto;Hombres;2012;789
39031 Hazas de Cesto;Hombres;2011;778
39031 Hazas de Cesto;Hombres;2010;755
39031 Hazas de Cesto;Hombres;2009;724
39031 Hazas de Cesto;Hombres;2008;689
39031 Hazas de Cesto;Hombres;2007;653
39031 Hazas de Cesto;Hombres;2006;638
39031 Hazas de Cesto;Hombres;2005;651
39031 Hazas de Cesto;Hombres;2004;642
39031 Hazas de Cesto;Hombres;2003;635
39031 Hazas de Cesto;Hombres;2002;633
39031 Hazas de Cesto;Hombres;2001;640
39031 Hazas de Cesto;Hombres;2000;646
39031 Hazas de Cesto;Hombres;1999;637
39031 Hazas de Cesto;Hombres;1998;643
39031 Hazas de Cesto;Hombres;1997;""
39031 Hazas de Cesto;Hombres;1996;642
39031 Hazas de Cesto;Mujeres;2023;903
39031 Hazas de Cesto;Mujeres;2022;855
39031 Hazas de Cesto;Mujeres;2021;842
39031 Hazas de Cesto;Mujeres;2020;800
39031 Hazas de Cesto;Mujeres;2019;796
39031 Hazas de Cesto;Mujeres;2018;768
39031 Hazas de Cesto;Mujeres;2017;765
39031 Hazas de Cesto;Mujeres;2016;754
39031 Hazas de Cesto;Mujeres;2015;753
39031 Hazas de Cesto;Mujeres;2014;751
39031 Hazas de Cesto;Mujeres;2013;758
39031 Hazas de Cesto;Mujeres;2012;737
39031 Hazas de Cesto;Mujeres;2011;738
39031 Hazas de Cesto;Mujeres;2010;729
39031 Hazas de Cesto;Mujeres;2009;696
39031 Hazas de Cesto;Mujeres;2008;658
39031 Hazas de Cesto;Mujeres;2007;628
39031 Hazas de Cesto;Mujeres;2006;616
39031 Hazas de Cesto;Mujeres;2005;634
39031 Hazas de Cesto;Mujeres;2004;633
39031 Hazas de Cesto;Mujeres;2003;633
39031 Hazas de Cesto;Mujeres;2002;614
39031 Hazas de Cesto;Mujeres;2001;608
39031 Hazas de Cesto;Mujeres;2000;614
39031 Hazas de Cesto;Mujeres;1999;624
39031 Hazas de Cesto;Mujeres;1998;637
39031 Hazas de Cesto;Mujeres;1997;""
39031 Hazas de Cesto;Mujeres;1996;632
39032 Hermandad de Campoo de Suso;Total;2023;1588
39032 Hermandad de Campoo de Suso;Total;2022;1601
39032 Hermandad de Campoo de Suso;Total;2021;1604
39032 Hermandad de Campoo de Suso;Total;2020;1588
39032 Hermandad de Campoo de Suso;Total;2019;1603
39032 Hermandad de Campoo de Suso;Total;2018;1627
39032 Hermandad de Campoo de Suso;Total;2017;1612
39032 Hermandad de Campoo de Suso;Total;2016;1643
39032 Hermandad de Campoo de Suso;Total;2015;1679
39032 Hermandad de Campoo de Suso;Total;2014;1687
39032 Hermandad de Campoo de Suso;Total;2013;1744
39032 Hermandad de Campoo de Suso;Total;2012;1756
39032 Hermandad de Campoo de Suso;Total;2011;1784
39032 Hermandad de Campoo de Suso;Total;2010;1809
39032 Hermandad de Campoo de Suso;Total;2009;1855
39032 Hermandad de Campoo de Suso;Total;2008;1931
39032 Hermandad de Campoo de Suso;Total;2007;1949
39032 Hermandad de Campoo de Suso;Total;2006;1946
39032 Hermandad de Campoo de Suso;Total;2005;1944
39032 Hermandad de Campoo de Suso;Total;2004;1921
39032 Hermandad de Campoo de Suso;Total;2003;1923
39032 Hermandad de Campoo de Suso;Total;2002;1918
39032 Hermandad de Campoo de Suso;Total;2001;1893
39032 Hermandad de Campoo de Suso;Total;2000;1895
39032 Hermandad de Campoo de Suso;Total;1999;1863
39032 Hermandad de Campoo de Suso;Total;1998;1856
39032 Hermandad de Campoo de Suso;Total;1997;""
39032 Hermandad de Campoo de Suso;Total;1996;1863
39032 Hermandad de Campoo de Suso;Hombres;2023;874
39032 Hermandad de Campoo de Suso;Hombres;2022;883
39032 Hermandad de Campoo de Suso;Hombres;2021;887
39032 Hermandad de Campoo de Suso;Hombres;2020;884
39032 Hermandad de Campoo de Suso;Hombres;2019;894
39032 Hermandad de Campoo de Suso;Hombres;2018;899
39032 Hermandad de Campoo de Suso;Hombres;2017;886
39032 Hermandad de Campoo de Suso;Hombres;2016;895
39032 Hermandad de Campoo de Suso;Hombres;2015;913
39032 Hermandad de Campoo de Suso;Hombres;2014;920
39032 Hermandad de Campoo de Suso;Hombres;2013;945
39032 Hermandad de Campoo de Suso;Hombres;2012;954
39032 Hermandad de Campoo de Suso;Hombres;2011;962
39032 Hermandad de Campoo de Suso;Hombres;2010;991
39032 Hermandad de Campoo de Suso;Hombres;2009;1014
39032 Hermandad de Campoo de Suso;Hombres;2008;1061
39032 Hermandad de Campoo de Suso;Hombres;2007;1074
39032 Hermandad de Campoo de Suso;Hombres;2006;1075
39032 Hermandad de Campoo de Suso;Hombres;2005;1071
39032 Hermandad de Campoo de Suso;Hombres;2004;1059
39032 Hermandad de Campoo de Suso;Hombres;2003;1050
39032 Hermandad de Campoo de Suso;Hombres;2002;1039
39032 Hermandad de Campoo de Suso;Hombres;2001;1024
39032 Hermandad de Campoo de Suso;Hombres;2000;1026
39032 Hermandad de Campoo de Suso;Hombres;1999;1003
39032 Hermandad de Campoo de Suso;Hombres;1998;998
39032 Hermandad de Campoo de Suso;Hombres;1997;""
39032 Hermandad de Campoo de Suso;Hombres;1996;991
39032 Hermandad de Campoo de Suso;Mujeres;2023;714
39032 Hermandad de Campoo de Suso;Mujeres;2022;718
39032 Hermandad de Campoo de Suso;Mujeres;2021;717
39032 Hermandad de Campoo de Suso;Mujeres;2020;704
39032 Hermandad de Campoo de Suso;Mujeres;2019;709
39032 Hermandad de Campoo de Suso;Mujeres;2018;728
39032 Hermandad de Campoo de Suso;Mujeres;2017;726
39032 Hermandad de Campoo de Suso;Mujeres;2016;748
39032 Hermandad de Campoo de Suso;Mujeres;2015;766
39032 Hermandad de Campoo de Suso;Mujeres;2014;767
39032 Hermandad de Campoo de Suso;Mujeres;2013;799
39032 Hermandad de Campoo de Suso;Mujeres;2012;802
39032 Hermandad de Campoo de Suso;Mujeres;2011;822
39032 Hermandad de Campoo de Suso;Mujeres;2010;818
39032 Hermandad de Campoo de Suso;Mujeres;2009;841
39032 Hermandad de Campoo de Suso;Mujeres;2008;870
39032 Hermandad de Campoo de Suso;Mujeres;2007;875
39032 Hermandad de Campoo de Suso;Mujeres;2006;871
39032 Hermandad de Campoo de Suso;Mujeres;2005;873
39032 Hermandad de Campoo de Suso;Mujeres;2004;862
39032 Hermandad de Campoo de Suso;Mujeres;2003;873
39032 Hermandad de Campoo de Suso;Mujeres;2002;879
39032 Hermandad de Campoo de Suso;Mujeres;2001;869
39032 Hermandad de Campoo de Suso;Mujeres;2000;869
39032 Hermandad de Campoo de Suso;Mujeres;1999;860
39032 Hermandad de Campoo de Suso;Mujeres;1998;858
39032 Hermandad de Campoo de Suso;Mujeres;1997;""
39032 Hermandad de Campoo de Suso;Mujeres;1996;872
39033 Herrerías;Total;2023;600
39033 Herrerías;Total;2022;594
39033 Herrerías;Total;2021;589
39033 Herrerías;Total;2020;587
39033 Herrerías;Total;2019;605
39033 Herrerías;Total;2018;609
39033 Herrerías;Total;2017;623
39033 Herrerías;Total;2016;641
39033 Herrerías;Total;2015;657
39033 Herrerías;Total;2014;648
39033 Herrerías;Total;2013;652
39033 Herrerías;Total;2012;639
39033 Herrerías;Total;2011;641
39033 Herrerías;Total;2010;649
39033 Herrerías;Total;2009;652
39033 Herrerías;Total;2008;669
39033 Herrerías;Total;2007;685
39033 Herrerías;Total;2006;700
39033 Herrerías;Total;2005;715
39033 Herrerías;Total;2004;720
39033 Herrerías;Total;2003;731
39033 Herrerías;Total;2002;742
39033 Herrerías;Total;2001;773
39033 Herrerías;Total;2000;786
39033 Herrerías;Total;1999;798
39033 Herrerías;Total;1998;744
39033 Herrerías;Total;1997;""
39033 Herrerías;Total;1996;754
39033 Herrerías;Hombres;2023;339
39033 Herrerías;Hombres;2022;336
39033 Herrerías;Hombres;2021;328
39033 Herrerías;Hombres;2020;329
39033 Herrerías;Hombres;2019;341
39033 Herrerías;Hombres;2018;344
39033 Herrerías;Hombres;2017;347
39033 Herrerías;Hombres;2016;358
39033 Herrerías;Hombres;2015;373
39033 Herrerías;Hombres;2014;365
39033 Herrerías;Hombres;2013;363
39033 Herrerías;Hombres;2012;360
39033 Herrerías;Hombres;2011;359
39033 Herrerías;Hombres;2010;364
39033 Herrerías;Hombres;2009;363
39033 Herrerías;Hombres;2008;383
39033 Herrerías;Hombres;2007;387
39033 Herrerías;Hombres;2006;393
39033 Herrerías;Hombres;2005;405
39033 Herrerías;Hombres;2004;414
39033 Herrerías;Hombres;2003;415
39033 Herrerías;Hombres;2002;415
39033 Herrerías;Hombres;2001;428
39033 Herrerías;Hombres;2000;435
39033 Herrerías;Hombres;1999;435
39033 Herrerías;Hombres;1998;413
39033 Herrerías;Hombres;1997;""
39033 Herrerías;Hombres;1996;411
39033 Herrerías;Mujeres;2023;261
39033 Herrerías;Mujeres;2022;258
39033 Herrerías;Mujeres;2021;261
39033 Herrerías;Mujeres;2020;258
39033 Herrerías;Mujeres;2019;264
39033 Herrerías;Mujeres;2018;265
39033 Herrerías;Mujeres;2017;276
39033 Herrerías;Mujeres;2016;283
39033 Herrerías;Mujeres;2015;284
39033 Herrerías;Mujeres;2014;283
39033 Herrerías;Mujeres;2013;289
39033 Herrerías;Mujeres;2012;279
39033 Herrerías;Mujeres;2011;282
39033 Herrerías;Mujeres;2010;285
39033 Herrerías;Mujeres;2009;289
39033 Herrerías;Mujeres;2008;286
39033 Herrerías;Mujeres;2007;298
39033 Herrerías;Mujeres;2006;307
39033 Herrerías;Mujeres;2005;310
39033 Herrerías;Mujeres;2004;306
39033 Herrerías;Mujeres;2003;316
39033 Herrerías;Mujeres;2002;327
39033 Herrerías;Mujeres;2001;345
39033 Herrerías;Mujeres;2000;351
39033 Herrerías;Mujeres;1999;363
39033 Herrerías;Mujeres;1998;331
39033 Herrerías;Mujeres;1997;""
39033 Herrerías;Mujeres;1996;343
39034 Lamasón;Total;2023;257
39034 Lamasón;Total;2022;258
39034 Lamasón;Total;2021;268
39034 Lamasón;Total;2020;269
39034 Lamasón;Total;2019;272
39034 Lamasón;Total;2018;287
39034 Lamasón;Total;2017;302
39034 Lamasón;Total;2016;298
39034 Lamasón;Total;2015;302
39034 Lamasón;Total;2014;294
39034 Lamasón;Total;2013;294
39034 Lamasón;Total;2012;303
39034 Lamasón;Total;2011;310
39034 Lamasón;Total;2010;310
39034 Lamasón;Total;2009;318
39034 Lamasón;Total;2008;319
39034 Lamasón;Total;2007;322
39034 Lamasón;Total;2006;326
39034 Lamasón;Total;2005;338
39034 Lamasón;Total;2004;363
39034 Lamasón;Total;2003;360
39034 Lamasón;Total;2002;371
39034 Lamasón;Total;2001;379
39034 Lamasón;Total;2000;393
39034 Lamasón;Total;1999;402
39034 Lamasón;Total;1998;410
39034 Lamasón;Total;1997;""
39034 Lamasón;Total;1996;417
39034 Lamasón;Hombres;2023;161
39034 Lamasón;Hombres;2022;165
39034 Lamasón;Hombres;2021;170
39034 Lamasón;Hombres;2020;169
39034 Lamasón;Hombres;2019;173
39034 Lamasón;Hombres;2018;182
39034 Lamasón;Hombres;2017;192
39034 Lamasón;Hombres;2016;189
39034 Lamasón;Hombres;2015;192
39034 Lamasón;Hombres;2014;190
39034 Lamasón;Hombres;2013;188
39034 Lamasón;Hombres;2012;193
39034 Lamasón;Hombres;2011;198
39034 Lamasón;Hombres;2010;197
39034 Lamasón;Hombres;2009;198
39034 Lamasón;Hombres;2008;199
39034 Lamasón;Hombres;2007;200
39034 Lamasón;Hombres;2006;199
39034 Lamasón;Hombres;2005;199
39034 Lamasón;Hombres;2004;216
39034 Lamasón;Hombres;2003;212
39034 Lamasón;Hombres;2002;216
39034 Lamasón;Hombres;2001;215
39034 Lamasón;Hombres;2000;221
39034 Lamasón;Hombres;1999;225
39034 Lamasón;Hombres;1998;230
39034 Lamasón;Hombres;1997;""
39034 Lamasón;Hombres;1996;229
39034 Lamasón;Mujeres;2023;96
39034 Lamasón;Mujeres;2022;93
39034 Lamasón;Mujeres;2021;98
39034 Lamasón;Mujeres;2020;100
39034 Lamasón;Mujeres;2019;99
39034 Lamasón;Mujeres;2018;105
39034 Lamasón;Mujeres;2017;110
39034 Lamasón;Mujeres;2016;109
39034 Lamasón;Mujeres;2015;110
39034 Lamasón;Mujeres;2014;104
39034 Lamasón;Mujeres;2013;106
39034 Lamasón;Mujeres;2012;110
39034 Lamasón;Mujeres;2011;112
39034 Lamasón;Mujeres;2010;113
39034 Lamasón;Mujeres;2009;120
39034 Lamasón;Mujeres;2008;120
39034 Lamasón;Mujeres;2007;122
39034 Lamasón;Mujeres;2006;127
39034 Lamasón;Mujeres;2005;139
39034 Lamasón;Mujeres;2004;147
39034 Lamasón;Mujeres;2003;148
39034 Lamasón;Mujeres;2002;155
39034 Lamasón;Mujeres;2001;164
39034 Lamasón;Mujeres;2000;172
39034 Lamasón;Mujeres;1999;177
39034 Lamasón;Mujeres;1998;180
39034 Lamasón;Mujeres;1997;""
39034 Lamasón;Mujeres;1996;188
39035 Laredo;Total;2023;10849
39035 Laredo;Total;2022;10967
39035 Laredo;Total;2021;10996
39035 Laredo;Total;2020;11023
39035 Laredo;Total;2019;11025
39035 Laredo;Total;2018;11148
39035 Laredo;Total;2017;11347
39035 Laredo;Total;2016;11446
39035 Laredo;Total;2015;11643
39035 Laredo;Total;2014;11800
39035 Laredo;Total;2013;11934
39035 Laredo;Total;2012;12094
39035 Laredo;Total;2011;12206
39035 Laredo;Total;2010;12378
39035 Laredo;Total;2009;12591
39035 Laredo;Total;2008;12648
39035 Laredo;Total;2007;12835
39035 Laredo;Total;2006;13090
39035 Laredo;Total;2005;13115
39035 Laredo;Total;2004;12825
39035 Laredo;Total;2003;12847
39035 Laredo;Total;2002;12563
39035 Laredo;Total;2001;12584
39035 Laredo;Total;2000;12634
39035 Laredo;Total;1999;13155
39035 Laredo;Total;1998;13155
39035 Laredo;Total;1997;""
39035 Laredo;Total;1996;12913
39035 Laredo;Hombres;2023;5158
39035 Laredo;Hombres;2022;5219
39035 Laredo;Hombres;2021;5227
39035 Laredo;Hombres;2020;5212
39035 Laredo;Hombres;2019;5217
39035 Laredo;Hombres;2018;5301
39035 Laredo;Hombres;2017;5394
39035 Laredo;Hombres;2016;5471
39035 Laredo;Hombres;2015;5553
39035 Laredo;Hombres;2014;5623
39035 Laredo;Hombres;2013;5714
39035 Laredo;Hombres;2012;5826
39035 Laredo;Hombres;2011;5889
39035 Laredo;Hombres;2010;5981
39035 Laredo;Hombres;2009;6104
39035 Laredo;Hombres;2008;6131
39035 Laredo;Hombres;2007;6235
39035 Laredo;Hombres;2006;6366
39035 Laredo;Hombres;2005;6369
39035 Laredo;Hombres;2004;6168
39035 Laredo;Hombres;2003;6206
39035 Laredo;Hombres;2002;6057
39035 Laredo;Hombres;2001;6054
39035 Laredo;Hombres;2000;6117
39035 Laredo;Hombres;1999;6379
39035 Laredo;Hombres;1998;6379
39035 Laredo;Hombres;1997;""
39035 Laredo;Hombres;1996;6252
39035 Laredo;Mujeres;2023;5691
39035 Laredo;Mujeres;2022;5748
39035 Laredo;Mujeres;2021;5769
39035 Laredo;Mujeres;2020;5811
39035 Laredo;Mujeres;2019;5808
39035 Laredo;Mujeres;2018;5847
39035 Laredo;Mujeres;2017;5953
39035 Laredo;Mujeres;2016;5975
39035 Laredo;Mujeres;2015;6090
39035 Laredo;Mujeres;2014;6177
39035 Laredo;Mujeres;2013;6220
39035 Laredo;Mujeres;2012;6268
39035 Laredo;Mujeres;2011;6317
39035 Laredo;Mujeres;2010;6397
39035 Laredo;Mujeres;2009;6487
39035 Laredo;Mujeres;2008;6517
39035 Laredo;Mujeres;2007;6600
39035 Laredo;Mujeres;2006;6724
39035 Laredo;Mujeres;2005;6746
39035 Laredo;Mujeres;2004;6657
39035 Laredo;Mujeres;2003;6641
39035 Laredo;Mujeres;2002;6506
39035 Laredo;Mujeres;2001;6530
39035 Laredo;Mujeres;2000;6517
39035 Laredo;Mujeres;1999;6776
39035 Laredo;Mujeres;1998;6776
39035 Laredo;Mujeres;1997;""
39035 Laredo;Mujeres;1996;6661
39036 Liendo;Total;2023;1242
39036 Liendo;Total;2022;1235
39036 Liendo;Total;2021;1216
39036 Liendo;Total;2020;1196
39036 Liendo;Total;2019;1204
39036 Liendo;Total;2018;1194
39036 Liendo;Total;2017;1216
39036 Liendo;Total;2016;1227
39036 Liendo;Total;2015;1223
39036 Liendo;Total;2014;1250
39036 Liendo;Total;2013;1264
39036 Liendo;Total;2012;1290
39036 Liendo;Total;2011;1256
39036 Liendo;Total;2010;1246
39036 Liendo;Total;2009;1193
39036 Liendo;Total;2008;1177
39036 Liendo;Total;2007;1135
39036 Liendo;Total;2006;1099
39036 Liendo;Total;2005;995
39036 Liendo;Total;2004;935
39036 Liendo;Total;2003;908
39036 Liendo;Total;2002;888
39036 Liendo;Total;2001;891
39036 Liendo;Total;2000;831
39036 Liendo;Total;1999;843
39036 Liendo;Total;1998;828
39036 Liendo;Total;1997;""
39036 Liendo;Total;1996;811
39036 Liendo;Hombres;2023;639
39036 Liendo;Hombres;2022;637
39036 Liendo;Hombres;2021;627
39036 Liendo;Hombres;2020;619
39036 Liendo;Hombres;2019;621
39036 Liendo;Hombres;2018;613
39036 Liendo;Hombres;2017;624
39036 Liendo;Hombres;2016;635
39036 Liendo;Hombres;2015;630
39036 Liendo;Hombres;2014;642
39036 Liendo;Hombres;2013;652
39036 Liendo;Hombres;2012;673
39036 Liendo;Hombres;2011;646
39036 Liendo;Hombres;2010;640
39036 Liendo;Hombres;2009;616
39036 Liendo;Hombres;2008;616
39036 Liendo;Hombres;2007;587
39036 Liendo;Hombres;2006;567
39036 Liendo;Hombres;2005;515
39036 Liendo;Hombres;2004;486
39036 Liendo;Hombres;2003;478
39036 Liendo;Hombres;2002;467
39036 Liendo;Hombres;2001;468
39036 Liendo;Hombres;2000;430
39036 Liendo;Hombres;1999;440
39036 Liendo;Hombres;1998;427
39036 Liendo;Hombres;1997;""
39036 Liendo;Hombres;1996;413
39036 Liendo;Mujeres;2023;603
39036 Liendo;Mujeres;2022;598
39036 Liendo;Mujeres;2021;589
39036 Liendo;Mujeres;2020;577
39036 Liendo;Mujeres;2019;583
39036 Liendo;Mujeres;2018;581
39036 Liendo;Mujeres;2017;592
39036 Liendo;Mujeres;2016;592
39036 Liendo;Mujeres;2015;593
39036 Liendo;Mujeres;2014;608
39036 Liendo;Mujeres;2013;612
39036 Liendo;Mujeres;2012;617
39036 Liendo;Mujeres;2011;610
39036 Liendo;Mujeres;2010;606
39036 Liendo;Mujeres;2009;577
39036 Liendo;Mujeres;2008;561
39036 Liendo;Mujeres;2007;548
39036 Liendo;Mujeres;2006;532
39036 Liendo;Mujeres;2005;480
39036 Liendo;Mujeres;2004;449
39036 Liendo;Mujeres;2003;430
39036 Liendo;Mujeres;2002;421
39036 Liendo;Mujeres;2001;423
39036 Liendo;Mujeres;2000;401
39036 Liendo;Mujeres;1999;403
39036 Liendo;Mujeres;1998;401
39036 Liendo;Mujeres;1997;""
39036 Liendo;Mujeres;1996;398
39037 Liérganes;Total;2023;2397
39037 Liérganes;Total;2022;2423
39037 Liérganes;Total;2021;2403
39037 Liérganes;Total;2020;2407
39037 Liérganes;Total;2019;2379
39037 Liérganes;Total;2018;2370
39037 Liérganes;Total;2017;2355
39037 Liérganes;Total;2016;2372
39037 Liérganes;Total;2015;2386
39037 Liérganes;Total;2014;2370
39037 Liérganes;Total;2013;2435
39037 Liérganes;Total;2012;2441
39037 Liérganes;Total;2011;2457
39037 Liérganes;Total;2010;2462
39037 Liérganes;Total;2009;2467
39037 Liérganes;Total;2008;2464
39037 Liérganes;Total;2007;2447
39037 Liérganes;Total;2006;2403
39037 Liérganes;Total;2005;2391
39037 Liérganes;Total;2004;2328
39037 Liérganes;Total;2003;2260
39037 Liérganes;Total;2002;2266
39037 Liérganes;Total;2001;2266
39037 Liérganes;Total;2000;2270
39037 Liérganes;Total;1999;2268
39037 Liérganes;Total;1998;2258
39037 Liérganes;Total;1997;""
39037 Liérganes;Total;1996;2263
39037 Liérganes;Hombres;2023;1192
39037 Liérganes;Hombres;2022;1202
39037 Liérganes;Hombres;2021;1184
39037 Liérganes;Hombres;2020;1190
39037 Liérganes;Hombres;2019;1168
39037 Liérganes;Hombres;2018;1169
39037 Liérganes;Hombres;2017;1161
39037 Liérganes;Hombres;2016;1169
39037 Liérganes;Hombres;2015;1186
39037 Liérganes;Hombres;2014;1183
39037 Liérganes;Hombres;2013;1213
39037 Liérganes;Hombres;2012;1216
39037 Liérganes;Hombres;2011;1234
39037 Liérganes;Hombres;2010;1238
39037 Liérganes;Hombres;2009;1238
39037 Liérganes;Hombres;2008;1241
39037 Liérganes;Hombres;2007;1234
39037 Liérganes;Hombres;2006;1208
39037 Liérganes;Hombres;2005;1201
39037 Liérganes;Hombres;2004;1173
39037 Liérganes;Hombres;2003;1144
39037 Liérganes;Hombres;2002;1139
39037 Liérganes;Hombres;2001;1124
39037 Liérganes;Hombres;2000;1118
39037 Liérganes;Hombres;1999;1112
39037 Liérganes;Hombres;1998;1098
39037 Liérganes;Hombres;1997;""
39037 Liérganes;Hombres;1996;1107
39037 Liérganes;Mujeres;2023;1205
39037 Liérganes;Mujeres;2022;1221
39037 Liérganes;Mujeres;2021;1219
39037 Liérganes;Mujeres;2020;1217
39037 Liérganes;Mujeres;2019;1211
39037 Liérganes;Mujeres;2018;1201
39037 Liérganes;Mujeres;2017;1194
39037 Liérganes;Mujeres;2016;1203
39037 Liérganes;Mujeres;2015;1200
39037 Liérganes;Mujeres;2014;1187
39037 Liérganes;Mujeres;2013;1222
39037 Liérganes;Mujeres;2012;1225
39037 Liérganes;Mujeres;2011;1223
39037 Liérganes;Mujeres;2010;1224
39037 Liérganes;Mujeres;2009;1229
39037 Liérganes;Mujeres;2008;1223
39037 Liérganes;Mujeres;2007;1213
39037 Liérganes;Mujeres;2006;1195
39037 Liérganes;Mujeres;2005;1190
39037 Liérganes;Mujeres;2004;1155
39037 Liérganes;Mujeres;2003;1116
39037 Liérganes;Mujeres;2002;1127
39037 Liérganes;Mujeres;2001;1142
39037 Liérganes;Mujeres;2000;1152
39037 Liérganes;Mujeres;1999;1156
39037 Liérganes;Mujeres;1998;1160
39037 Liérganes;Mujeres;1997;""
39037 Liérganes;Mujeres;1996;1156
39038 Limpias;Total;2023;1975
39038 Limpias;Total;2022;1993
39038 Limpias;Total;2021;1961
39038 Limpias;Total;2020;1928
39038 Limpias;Total;2019;1879
39038 Limpias;Total;2018;1867
39038 Limpias;Total;2017;1824
39038 Limpias;Total;2016;1813
39038 Limpias;Total;2015;1815
39038 Limpias;Total;2014;1837
39038 Limpias;Total;2013;1875
39038 Limpias;Total;2012;1897
39038 Limpias;Total;2011;1841
39038 Limpias;Total;2010;1802
39038 Limpias;Total;2009;1741
39038 Limpias;Total;2008;1648
39038 Limpias;Total;2007;1536
39038 Limpias;Total;2006;1479
39038 Limpias;Total;2005;1497
39038 Limpias;Total;2004;1457
39038 Limpias;Total;2003;1428
